,Groserias,Vulgar,Agresivo,Ofensivo
225,Ay wey estoy harta de ser la que siempre apoya y cuando el imbécil está estable se busca a otra😩,1,0,1
226,@lopezdoriga @CitlaHM @DeniseDresserG @letroblesrosa Bien merecido se lo tienen por creer en las mentiras del imbecil al que creyeron que era el portador del cambio y a su séquito de truhanes.,0,0,1
227,Maldita sea la hora en que votaron por ese imbécil.,0,0,1
228,"@DJMatus @LauOcGM los partidos de oposición no ven por los ciudadanos... no peques de ingenuo.

Los de oposición sólo están encabronados porque no les está tocando a ellos repartirse el botín, y se lo está llevando la mafia de MoReNa.

AMLO es un imbécil mierda, pero tampoco es que haya opciones.",1,1,1
229,Algún día el destino me hará caer en tus brazos mi amor… IMBECIL !! 🥲 #PalabraDelDrTonninho https://t.co/tIfHLmKlt3,0,0,0
230,"A este imbécil descerebrado le vale  madres México y los mexicanos, lo mismo que a su partido, están  en contra de todo lo que este gobierno proponga, solo tienen denostaciones. Infundios, son incapaces de proponer algo positivo . . . Mierdas. !!! https://t.co/f4dn2VqHcI",1,0,1
231,"@Yonosoypueblo imbécil si, muy!!!",0,0,1
232,Un imbécil ese Briceño https://t.co/UmEdmP2g2E,0,0,1
233,Empieza a llover y la gente se pone imbecil para manejar!,0,0,1
234,"Ya va empezar otra vez el imbecil con sus chistes de la comida de a 12 varitas. 

Muy chistoso el imbecil",0,1,1
235,estoy lo que le sigue de imbecil,0,0,1
236,@Gabriel_Serna @HLGatell Faltó cuando esté imbécil de @HLGatell  decía que no servía el cubre bocas y que según la @opsoms  le rogaba para que los dirigiera según su padrote @lopezobrador_,0,0,1
237,"@HLGatell @HLGatell  estás imbécil la pandemia por COVID terminó el 8 de mayo de 2020  según @lopezobrador_    y el 99% ya está vacunado y no necesita ninguna acción por parte del @GobiernoMX  ya que comprar vacunas solo hace ricos a los farmacéuticos 
Los muertos son exageraciones",0,0,1
238,"@soy_502 Un héroe respeta las leyes, es educado, es conciente con las personas, es capaz de aceptar errores, pero un motorista en guatemala es menos que un héroe, es un desadaptado social, un imbecil al volante y más.",0,0,1
239,@The_Real_Fly Como no le van a aplaudir al imbecil más grande y con la mayor cartera vencida del planeta,0,0,1
240,"2022, dos años de pandemia, y la gente aún cree que rociando alcohol o sustancias desinfectantes en superficies se previene contra el COVID",0,0,0
241,"34) No recuerdo exactamente. Supongo que cuando yo a los 11 años era él único que actuaba infantil y mis primos y hasta mis sobrinos (Si, llegue a ser tío a los 4 años) que son entre 2 a 3 años menores que yo eran un poco más maduros.",0,0,0
242,"las recomendaciones preventivas; en el estudio, esta premisa sólo se cumplió en 1 de cada 3 individuos (algo parecido pasa con los muy populares y poco útiles “check-ups”); b) Kannel escribió hace muchos años “aterosclerosis no es igual a eventos",0,0,0
243,"(especialmente a través de estudios de imagen) en hombres adultos mayores, en su análisis de “mitad de camino” o 5 años NO DEMOSTRO un beneficio claro en REDUCCION DE MUERTE TOTAL, su desenlace principal, y si mostro algunas señales sugestivas de REDUCCION DEL 3-MACE.",0,0,0
244,"@JesusRCuevas @lopezobrador_ @GN_MEXICO_ Después de 18 años de campaña y de garnachas, hoy le da la razón a Calderón.",0,0,0
245,"Querré quitar al poco tiempo
Si hasta tengo dos lunares nuevos desde hace, mínimo, tres años y a veces los veo y me restriego como si se fueran a quitar JAJAJAJAJA",0,0,0
246,@SandraItzel @AuditorioMx Yo cumplo años el 24,0,0,0
247,"@CarreyFrancy @laespergesia La tecnología nueva que tu dices es la que se ha ido innovando hace como 10 años. Es increible que la morra haga uso de sus habilidades y esa tecnología nueva para hacer este tipo de contenido, yo quiero pensar que esta pendejeando solamente para que caigan su subs
MorraRidícula.",0,0,0
248,¡Sentenciado! PGJE establece condena de 6 años por caso de violación en La Paz https://t.co/yMbHMMxCiJ,0,0,0
249,¡Sentenciado! PGJE establece condena de 6 años por caso de violación en La Paz https://t.co/hn02Oek6Gv,0,0,0
250,"El #DíaDeCampo volverá después de dos años, sabemos que muchos estaban esperando esta noticia.   Pronto daremos detalles. 😉 https://t.co/Zo6nS4ci7j",0,0,0
251,@veronicafurlan Te saludo desde México (hace 23 años ya).,0,0,0
252,ok si ya estoy harta del cole pero como putas pasaron tan rápido 5 años y solo me quedan 2 meses para irme? 🥺,1,0,0
253,@EF_Economia @ElFinanciero_Mx @lopezobrador_ Popularidad a billetazos!!! con incremento de migrantes mexicanos a EUA como no se había visto en 15 años; con un director del IMSS que organiza el desfile del 16 de septiembre pero sin medicamentos en hospitales; con una secretaría de educación fiel sin preparación para el cargo,0,0,0
254,"@parejawin80 @Alisce8 Si, desde hace muchos años",0,0,0
255,"⚫#NACIONAL | En Querétaro, una menor de 17 años fue asesinada al interior de un domicilio ubicado en el Centro Histórico de la ciudad capital | #DiariodeChiapas

https://t.co/AClKnkCKDJ",0,0,0
256,"wtf, agosto duró mil años y septiembre nos está metiendo 6 días en 3 segundos",0,0,0
257,"“Mi jefa es la audiencia.”
-The Rock

Más le vale que no nos haya tomando el pelo todos estos años. #BlackAdam https://t.co/eVgRYc3aRg",0,0,0
258,"@ReginadelC @Lcycar En el fondo admira a Calderón y hoy dio un paso más para emulando. PD 18 de candidato + 10 de porro en la UNAM y tomando pozos + 4 de Presimiente, nos dan 32 años de estar jodiendo",0,0,0
259,"Memo del Bosque abandona Televisa tras 30 años de trabajo: ""gracias siempre Emilio Azcárraga"" https://t.co/3keqt392z3",0,0,0
260,"De 97 años, el primer actor se siente desplazado de la televisión. https://t.co/09TpT6L4mb",0,0,0
261,"Aquí 🌎 creemos que la democracia es el mejor modelo social que existe pues no tenemos otras referencias… hasta ahora!

Conoce la benévola #SociedadTaygeteana, evolucionados con 800 mil años de adelanto

Escucha #PlanetaX 5:00 aquí: https://t.co/AZI8oRvHbh▶️ con @CoachLuisRobert https://t.co/qIjxIhcSUV",0,0,0
262,@alikdasm Lo único que veo son mínimo dos años de terapia,0,0,0
263,"De 97 años, el primer actor se siente desplazado de la televisión. https://t.co/lemFd6u35h",0,0,0
264,"@ElAmaDeCasa1 @lopezobrador_ Y 4 años mas tarde, se da cuenta que gobernar es mas que ofrecer, prometer y mas bla bla bla.",0,0,0
265,"#SeguimosDandoResultados

#5toInformeEdoméx

5 años con buenos resultados 💯 https://t.co/B58mgWRydd",0,0,0
266,@revistapolemon @lopezobrador_ Pues es lo que pregonó este inepto por muchos años y ahora por sus intereses personales cambió de opinión,0,0,0
267,"@ericka121294 Las señoras henecias que llevan años así también, porque no quieren ver nada de la historia de Hyun en el grupo porque ""él ya es solista"", así que no conocen otra canción más que esa porque ""es su Yiyo eterno"".",0,0,0
268,saben leer pero no tienen idea de lo que leen ..... esta pobre señora argumenta puros tópicos que van en la linea del Apruebo pero la linda votó Rechazo ..... a este país le faltan 100 años mas .... se tienen que morir varias generaciones mas https://t.co/6lliB3wWkn,0,0,0
269,Montrezl Harrell firma dos años con 76ers https://t.co/Yb9LuZ0al0,0,0,0
270,Una relación de odio amor a cumplir años,0,0,0
271,@LalitoRuix Los jóvenes que necesiten incorporarse al mercado de trabajo tendrán que esperar 10 años más,0,0,0
272,"@Daniel_Arrz yo desde hace muchos años caí en cuenta que todos gozamos de muchos privilegios sobre otros, y no esta mal, siempre y cuando no los utilicemos para cagar a las demás personas",1,0,0
273,"@m_ebrard canciller, acabo de ver estas pipas en periférico norte, ¿son las pipas de gasolina para arreglar el desabasto de hace 4 años ocasionando por el huachicol? ¿Ya llegaron de EEUU? ¿Se siguen esperando a pesar de haberse debitado del presupuesto ? https://t.co/YdTMVi4mL3",0,0,0
274,"A ver criaturas. Seamos congruentes. Si este individuo ya demostró que la constitución le vale y que se brinca las trancas, todas, ¿por qué le apostamos a que ya nomás le quedan 2 años y días, o que ya que termine y se vaya a su rancho?
Qué ilusos.",0,0,0
275,"@elvity95 @Panik81 El baby boom, la generación que más ha contribuido a la economía de la nación, y ahora el problema son ellos? Igual deberían de ver el país de vagos y analfabetos que han construido en los últimos años y preguntarse porque no hay dinero y dónde está metido. Lo que hay que leer.",1,0,1
276,Que bonito se siente cuando digo tengo 24 años y me dicen la seños “hay estás bien jovencita” 🥲,0,0,0
277,"#AlertaAlbaKeneth ⚠ | Miriam Alexandra Sanchez Villagran, de 16 años de edad. Desapareció el 06 de septiembre de 2022, en Colomba Costa Cuca, Quetzaltenango.

🔄Comparte y ayúdanos con su localización.
📞Si tienes información llama al 1546. https://t.co/Bef8DWho77",0,0,0
278,@lavivianaleyva Una relación que el novio tóxico (López) tiene cuatro años forzando y ya casi la logra.,0,0,0
279,"@Ariwu_baby Después de tantos años, te acostumbras a que no peguen tu edad nunca JAJAJAJAJA
Hace unos meses alguien me lanzó 18 (lo más alto hasta ahora), pero porque escuchó que estaba en la uni",0,0,0
280,"Lo que es... 
Dejen de dar MAROMAS, parecen p3nd3j0s, el inmamable mintió.

""Los otros también mintieron""
Entonces sabiendo eso, llevan 4 años haciéndose pendejos,en vez de investigar, capturar y procesar.  Idiotas! https://t.co/WNShxAJnSc",1,0,1
281,"Los genios del PAN , pretenden encender al país 
Eliminando la prisión preventiva oficiosa y no adherir la guardia nacional a la Sedena 
Imaginen el caos 🤦
Impunidad
Inseguridad
Delincuencia con  delitos graves en libertad ,mientras hay una sentencia y eso puede pasar años 🤦",0,0,0
282,"Estrategia de vacunación anti covid en el municipio de #Tepeapulco para aplicar vacuna de refuerzo a personas adultas mayores de 60 años y la primera dosis a mayores de 18 años.
Se aplicará el biológico de #Cansino. https://t.co/3LV06RyqEt",0,0,0
283,@ferbelaunzaran Gana México y pierden los que mal gobernaron 90 años,0,0,0
284,"Una madre de 38 años, que seguía una estricta dieta vegana fue sentenciada a cadena perpetua por la muerte de su bebé de 18 meses de edad, en 2019, en Florida, Estados Unidos.
https://t.co/yA5DNatLBb https://t.co/8JPNuUUX1n",0,0,0
285,"Gobierno del cambio rescató puente vehicular en Circuito Potosí, por años abandonado https://t.co/Yx3mtAHTlp",0,0,0
286,"León Trotsky estuvo cerca de ser el sucesor de Lenin.

Por el contrario, terminó perseguido, exiliado y asesinado en la Ciudad de México.

Hoy se cumplen 82 años de su muerte.

Para conocer su biografía, te recomendamos:

https://t.co/Td043kCzPs",0,0,0
287,"#EntérateTH🗣️| Habitante de #Macuspana le gana demanda a la Empresa Productiva por explotar su predio por 21 años.
https://t.co/UOijUhT01Z",0,0,0
288,"""Carolina Tohá (Santiago, 57 años) es hija de José Toha, quien también fue ministro del Interior durante la presidencia de Salvador Allende, y quien fue asesinado en 1974 tras el golpe de Pinochet"". https://t.co/6qe50GUZ5r",0,0,0
289,@Rucks1Daniel Felicidades y muchas bendiciones que cumplan  muchos años más de matrimonio y que tengan buena salud.,0,0,0
290,"@pachtic Creo que en más de 20 años de conocerte, pro primera vez tienes razón...",0,0,0
291,"#Seguridad: Entre estos restos se incluyen 71 cuerpos completos, indicó el Colectivo Solecito, que localizó en 2016 la fosa clandestina más grande de LATAM.

https://t.co/u1KBfKck5k",0,0,0
292,Funeraria abandonada en EEUU luce intacta durante años y todavía contiene restos humanos https://t.co/aSlrtLJGtH #LaPatillaUSA,0,0,0
293,"#Seguridad: Entre estos restos se incluyen 71 cuerpos completos, indicó el Colectivo Solecito, que localizó en 2016 la fosa clandestina más grande de LATAM.

https://t.co/Qv0fmBnNhR",0,0,0
294,"Gilles Bouhours, el niño de cinco años al que eligió la Virgen para transmitir el mensaje de su Asunción al Cielo al Papa Pio XII  https://t.co/ug5X1pfiVM https://t.co/g3b7OZi5rC",0,0,0
295,"🇬🇧 La conservadora Liz Truss de 47 años asume como Primera Ministra del Reino Unido al imponerse sobre Rishi Sunak, en una votación dentro del Partido Conservador.

Sería la tercera mujer en liderar el país y la cuarta primera ministra en solo seis años.",0,0,0
296,"@alexagomez2000  por favor ayúdame a difundir.. es un familiar que está perdido desde hace 10 días.
Diego Ulloa Gonzalez
C.I. 5.440.345
Fecha Nacimiento 20/11/1953
Edad 68 años, Sector Fundo Anaco conjunto residencial doña Josefita  casa v- 117 Anaco Estado Anzoátegui https://t.co/FHllCD0VKg",0,0,0
297,"El 29 de agosto, Leticia Rosas, 45 años, salió de  su  en la  colonia Independencia, de Lerdo, Durango,  la subieron a un vehículo, la mantuvieron encerrada y el fin de semana escapó, la hallaron policías estatales y llevaron un hospital de Cuencamé, Durango.",0,0,0
298,@Vannesa2A dentro de 50 años https://t.co/0x8bq8A9lB,0,0,0
299,"#Nicaragua Umbila, una pequeña comunidad de #Rosita, Caribe Norte volvió a ser teñida de sangre. Raquel Benigna Orozco Blandón, de 36 años, tenía 2 meses de haber regresado con José Noel Jarquín López, de 40, quien el pasado 3 de #septiembre la mató a machetazos #NiUnaMenos https://t.co/Q0eybAGQol",0,0,0
300,"No mame, señor, tiene a su esposa en su foto de perfil y me anda tirando el pedo, tres pesos de madre, sugiero",1,0,0
301,5 Enseñanzas de Santa Madre Teresa de Calcuta para el Mundo de Hoy (25º Aniversario de su Muerte) https://t.co/02IEhUPhzx ✝️,0,0,0
302,A veces hasta a mi misma me sorprende la facilidad que tengo para que las cosas/personas me valgan madre.,1,0,0
303,Chingas a tu puta madre @Telcel,1,1,1
304,"@alitomorenoc dejame adivinar 🧐🧐🧐, me parece que ya te doblaste o te doblaron y te vale madre Mexico y mejor salvas tu pellejo y tus propiedades que le robaste a Mexico, eres un asco de cabron",1,1,1
305,@CaraveoBertha @DeniseDresserG @CitlaHM @ClaudioXGG Gracias por darle en la madre al país! Son una vergüenza usted y la Cenadora!!!,1,0,1
306,"@Claudiashein dicen mis nietos que sus sueños es ver a un país y una capital sin chigaderas en el gobierno y que la gata vaya a chingarr a su madre, espero que se los cumpla, es un sueño de los pequeños",1,1,1
307,@Arouet_V @CitlaHM Ojalá si hubiera Autoritarismo pero encontra de los conservadores de una vez por que ya nos tienen hasta la madre a los mexicanos.,1,0,0
308,"Me pasa lo mismo con lo aro. Por eso desde acá, un sonoro rechingue a su madre la amatonormatividad. https://t.co/C9oXgwW8Ii",1,1,0
309,"La usuaria naye._.mtzz2, mostró a su hermano el cual gastó casi dos mil pesos por el nuevo álbum #Panini del mundial de #Qatar 2022 y gracias a la reacción de la madre se viralizó. https://t.co/AMO3Bbtx87",0,0,0
310,"Una madre de 38 años, que seguía una estricta dieta vegana fue sentenciada a cadena perpetua por la muerte de su bebé de 18 meses de edad, en 2019, en Florida, Estados Unidos.
https://t.co/yA5DNatLBb https://t.co/8JPNuUUX1n",0,0,0
311,No puedo creer estar diciendo esto pero q clase de amarre me hizo este flaco la puta madre,1,0,0
312,Hasta la madre de las citas para sacar las placas 😡,1,0,0
313,Por los huarachitos del niño dios traiganle un cunero a esa madre! 🙊🙈 *un piropo para mi amor*,0,0,0
314,"Es que en su discusión de capital sexual y privilegios básicamente dicen que sí es posible, que todos podemos ser deseados y estar mamados y así, échale ganas

O sea que chingo a mi madre ahorita, que vuelva en unos 5 años, ya que haya pasado por ese proceso para tener atención",0,0,0
315,"Igual que chingue su madre el profe, por supuesto.",1,1,1
316,"Venía manejando y escuchando ""This Is Hardcore"" de Pulp y de la nada terminando Spotify me sorprende con ""Children Of The Sun"" de Dead Can Dance y a pesar ese cambio estuvo poca madre y se puso la piel chinita, me puso triste porque Dead Can Dance cancelo su gira por México :(",1,0,0
317,@LaMonja90279274 Que guapa madre! 😍,0,0,0
318,"Ese tipo de aficionados Namas no, y esta con madre q ni vaya el wey porque es de esos típicos que abuchean a cualquier jugador que comete cualquier error tan pequeño y común",1,0,0
319,"@Knek_Memes @SDYhabana De madre bro es triste. 
Gracias 🙏🏻",1,0,0
320,"Que chingue su madre att, toda la tarde sin red y por su culpa me bloqueó el profe.",1,1,0
321,ya valió madre esto... hay 4T para rato :s https://t.co/hdN7RNAcq3,1,0,0
322,"@Woshingo Hora donde yo agarraba el camión para llegar ala escuela tenía un proyecto que pues no pude hacer ,no me dio tiempo de bañarme y así me fui todo mugroso con moretones en la barriga que no pude comer como en 2 días al final mi abuela que vivía con nosotros le hablo a mi madre",0,0,0
