Column1,Groserias,Vulgar,Agresivo,Ofensivo
143,"Goku vs Thanos
Lo diré simple y sencillo, si fuera Goku vs Thanos sin ningún artefacto cómo las gemas, el cubo o el corazon del universo, Goku ganaría, no fácilmente, pero ganaría.
Ya con los objetos antes mencionados, Thanos lo haría kk
Hablo de los cómics y nos del CUM aclaro https://t.co/fVWA2yThAf",0,0,0
144,"La calle de atrás de la Soriana era mi atajo para llegar temprano porque siempre estaba sola, sin semáforos, sin topes y jamás se inunda… en que momento supo todo el mundo y ahora ya parece avenida 🙄",0,0,0
145,@ObservadBinario Se le llama atajo...,0,0,0
146,@ZuluetaAndy Siii eh visto pocos partidos de el y era un Crack hay una atajada en la Final de la Libertadores del 1966 Peñarol vs River donde atajo con el pecho el balón increíble.,0,0,0
147,"@AbnerCalderon01 Limitado tenes el cerebro imbecil 
Bien dicen que el peor enemigo de un salvadoreño es otro salvadoreño 
Mataban hasta 30 salvadoreños diarios y para estos todo estaba bien en su mundo de imbeciles vivíamos en el paraíso atajo de hdp basuras https://t.co/1DI08OYzim",0,1,1
148,@ClaudiaOrtizSV Y ninguna alcaldía ha revisado sus onerosos salarios para ajustarlos a una realidad sin fodes. Siguen mamando como nada hubiera cambiado. La mayoría de políticos son un atajo de vividores!,1,0,1
149,"ESPNtenis: ¡Davidovich Fokina en modo lince! El español atajó una volea con puros reflejos. 👀 

#Cincinnati

https://t.co/O9JdqA53DJ",0,0,0
150,"@mariacamacarol No...
Debes llegar a los 80 con más achaques...
Sino, no haz vivido la vida...
Se trata de sufrir, no de tomar el atajo al descanso eterno...",0,0,0
151,"@drcumana Así es, así como hubieron aprovechados que hasta se hicieron diputados metiendo miedo a la gente, atajó se sinvergüenzas",0,0,0
152,La atajo… que le hagan doping https://t.co/DuPf4vC0ys,0,0,0
153,"⏱23’| #VENvsRY2
¡ATAJÓ EL CHARRO! 🤠

Paradón en la vía penal. 🧤🔥

Venados FC 🔰0-0 🔵 @Raya2CFM 

#PrimeroSoyVenado🦌 https://t.co/xcdVSrOJF7",0,0,0
154,"📹| ¡LOCOOOOOO LO ATAJÓ! 🧤

Enorme @Cesarramos00. 💥🗣️

#Raya2Expansión 🔵🟠 https://t.co/mKt9GJZ0gb",0,0,0
155,Rafael Ramírez le atajó a los 23’ un penal a Ángel Zapata. https://t.co/cHSkaML8rT,0,0,0
156,"@Darofc17 @Ricardo63515361 @Relatoresconvos Solo para tu conocimiento ignorante. Soy hondureño y mi país ha estado en tres mundiales. Argentina es una potencia futbolistica, después de Brasil desde luego. El hondureño Mauricio Dubón juega en los Astros de Houston en grandes ligas. Cuántos tienen ustedes? Saludos atorrante.",0,0,1
157,"@TokugawaXXIII @Perreneitor @Dante110624 @Luis__Crespo_ @Cristia40129264 @LaLadil30301091 @HUS07777781 @OJOVENE @Tropatriunfante @Samurai29464219 @1961Tokio @urbimaria37 @Klobo91 @ErikZelada2 @MarioNolio @CleoGKlein @MirafloresEl @GoldAbrahama @criszzuela @antoniovaldez6 @AlfieSolomom @Carol18ing @Yaari97369910 @Spetsnaz2022 @josemigrante @CatalinoMeltro2 @alejoZuluagaSi1 @Gabriel71872331 @kryptpublicidad @DukeShelby1 @HerneyCruz2 @CarpinteroAlejo @2Viejis39 @saintmayo1981 @manoantonio_2 @antoniocarriza3 @DrJete @ProfdeCaliches @yaruabella @JohnnyDogsX @HoyEliDenuncio @SUCIALISM0 @marthadiazc @EDavidiazubv @IIuminat @titaeti @jerafervas1 @christioncillo @Pun1sh3r74x @Osman56398887 Zapatos Guchi jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja con todas tus cuentas igual de atorrante aunque esta supera a todas pq muestra tu verdadero yo de sociópata, qué asco de contenidos seguidos y seguidores",0,0,1
158,Que miras atorrante? Te debo? https://t.co/d78UnAoFVt,0,0,1
159,"@SofiaGranger No puedes. Si lo haces no sabrías porque cambiar de decisión, deja ir todo eso y haz cosas diferentes hoy 

(Yo aquí, atorrante)",0,0,0
160,"Chamo no sé cómo me soporto, sinceramente soy la persona más agueboniada, curiosa, peliona, atorrante, esquizofrénica, mentirosa, imbécil, pajua, mmgva, idiota, pendeja, gafa, mongólica, estresante, ridícula, ignorante, imbécilx2, egoísta, narcisista, estúpida",1,0,0
161,"@Perreneitor @CatalinoMeltro2 @alejoZuluagaSi1 @MirafloresEl @LaLadil30301091 @ErikZelada2 @Luis__Crespo_ @Cristia40129264 @1961Tokio @Samurai29464219 @MarioNolio @CleoGKlein @Dante110624 @GoldAbrahama @HUS07777781 @OJOVENE @Tropatriunfante @criszzuela @antoniovaldez6 @AlfieSolomom @Carol18ing @Yaari97369910 @Spetsnaz2022 @josemigrante @urbimaria37 @Gabriel71872331 @kryptpublicidad @DukeShelby1 @HerneyCruz2 @CarpinteroAlejo @2Viejis39 @saintmayo1981 @manoantonio_2 @antoniocarriza3 @DrJete @ProfdeCaliches @yaruabella @Klobo91 @JohnnyDogsX @HoyEliDenuncio @SUCIALISM0 @marthadiazc @EDavidiazubv @IIuminat @titaeti @jerafervas1 @christioncillo @Pun1sh3r74x @Osman56398887 Personajes, personajes, personajes Paco gemelo, la personalidad es la misma, estúpido, retrasado, ignorante, neófito, atorrante, tarado, lerdo, torpe",0,0,1
162,"No hay nada más perjudicial para una marca que una personalidad atorrante, pretenciosa, narcisista y prepotente al mando. Hay gente que piensa que sabe más que cualquiera, cuando resulta que solo se valen de su ego.

#BájenleDos",0,0,1
163,"@faabianabianco Que cliente tan atorrante. 
De cualquier forma, yo habría aceptados los dólares sin cuestionar.",0,0,1
164,"@kal1mancastillo Con  el atorrante karbajalino?
NOOOOOOOOO😨😨😨😨😨",0,0,1
165,@midiarioenchile @karyLN Jajajjaa Atorrante,0,0,1
166,@el_atorrante @Radio_Formula @ruizhealy @ghernandezs @eduardo_sodi @lilaabed @Jorgina_Gaxiola Si te vi!!!! 👏🏼👏🏼👏🏼,0,0,0
167,"@RAMIROMARRA Que tipo mas incoherente , menos mal cada dia que pasa es uno menos de esta atorrante gobernando!",0,0,1
168,"#AVCNoticias| 💬💬💬Fallece marino a bordo de buque granelero antes de atracar en el puerto de #Veracruz.
#EstáEnAVC 👉https://t.co/QmJ6GxfLLD https://t.co/9DzSxHP2Md",0,0,0
169,"Los únicos que estudios que tienen son los de cómo atracar el presupuesto, como desviar los recursos públicos y como hacerlos llegar a los bolsillos de sus socios y cómplices. La educación no es prioridad para este gobierno, https://t.co/3Ug7YxpUHq",0,0,0
170,"@ClaudiaLopez @CanalCapital Acaban de atracar un trasmulenio 10 Venezolanos que esta usted haciendo para que esto no suceda mas y ser un alcalde diferente a los anteriores que nuca han podido darle seguridad a la Ciudad, menos vida social y mas trabajo en ese aspecto.",0,0,0
171,"BA$TA de atracar a lo$ poblano$ @eduardorivera01 todo en tu gobierno parece tienda de auto$ervicio$: tiene precio

#ContigoYConRumbo https://t.co/JwpSJxpita",0,0,0
172,"🙄 ¡Ya les gustó atracar estos negocios!

https://t.co/cCEIyKRfKO",0,0,0
173,@VPMLII @CartonCalderon Esos ni se tocan el corazón por niños y mujeres q les dura atracar contra este género de consultorios …p esperemos q ya se calmen con las recomendaciones del virrey de palacio 🙄🙄🙄🙄,0,0,0
174,"“Tenemos retos importantes en el desarrollo de infraestructura, sobre todo en #Acajutla, para que pueda suplir la demanda y puedan atracar barcos más grandes. Es un reto de competitividad”: Yesenia Salas, Dir. Asuntos Técnicos de #Camarasal en @dianavytony https://t.co/ZotLNjeVcv https://t.co/l2ylHRFCbn",0,0,0
175,Nos acaban de atracar,0,0,0
176,@As_TomasRoncero @Lucasvazquez91 Estaba en FUERA DE LUGAR.  NADA QUE PARECIA. ESTAS ACOSTUMBRADO CON TU EQUIPO A ATRACAR.,0,0,0
177,"@abrahamendieta Aunque ya se les haya olvidado entre tanto atracar, también los opositores pagan impuestos y tienen la obligación de obedecerlos.",0,0,0
178,Soy yo o nos acaban de atracar en vivo y en directo?,0,0,0
179,@lubrio Estación del metro propatria. Si les reclamas algo te mandan a atracar. A menos de 5 mts de los operadores de la estación y los pnb https://t.co/CdGdtzAxCu,0,0,0
180,"@salinas_azalea Igual Aza,  que tengas un día memorable.  😘🥰☺️",0,0,0
181,"@mike_torresbaca Mi Lic., tome dos comprimidos de Valemadrin 200 cada 8 horas.",0,0,0
182,Alv se rompió mi suéter favorito 🫠🥲,1,0,0
183,Tener trabajo me pone tan feliz ❤️ gracias vida.,0,0,0
184,@RusoZamogilny Refuerzos en la J9. El cuerpo técnico trabaja con lo que tiene. Deberían de correr al Presi y al DD.,0,0,0
185,@HuracanesQRoo Que la boca se te haga chicharrón... y los dedos.,0,0,0
186,@ElChemin1 Ya tiene competencia Jaiber... El que entendió entendió.,0,0,0
187,@juan___09 @jtforsoccer @statiskicks Aquí el criterio 👇 https://t.co/pF0Oty71gT,0,0,0
188,@javiercito_2o @CruzAzul No hay planeación y punto.,0,0,0
189,@DiegoArmaMedina @Rayados @CodereMX @vidusacasas Ya que anda experimentando debería probar al Sayago de Raya2,0,0,0
190,"Nada mas la caga algún pelmazo (aza) spoilereándome algo de #BetterCallSaul y les escupo flemas, ya avisé.🖕🏽",0,0,0
191,"que incómodas hallo las carteritas esas que se usan ahora, con el aza supercortita, ahí rozando el sobaco; una molestia infinita.",0,0,0
192,"XXV Torneo Juvenil “Valle de Camargo” |

𝐅𝐈𝐍𝐀𝐋 del partido

🏆 El D. Alaves se ha alzado con el título en la XXV edición de nuestro Torneo Juvenil “Valle de Camargo” 

🔵⚪️ @Alaves 4️⃣
🟢⚪️@realracingclub 0️⃣

Enhorabuena al equipo babazorro 🦊 

⚫️⚪️#yosoydelescobedo",0,0,0
193,@RubenAguilar @Claudiashein @lopezobrador_ Pidele a tu exjefe que te comparta una pastila de prozac....o de perdis la bachicha de su porro,0,0,0
194,"@SimonLevyMx Ya imagino esas empresas quemadas , con un montón de muertos etc...además no solo son las drogas hay más cosas ...",0,0,0
195,"@VicenteFoxQue ¿Cómo lo voy a llenar? si te la fumaste toda
¡No rolaste! ¡eres un languso!
¡ni la bachicha corriste!
¡Eres mala onda!",0,0,1
196,Ahuevo presidente @lopezobrador_ saque la bachicha https://t.co/C69AneHJ8W,1,0,0
197,@juanswer @Bigotes41582488 @marizan_rafael @SantoGo67635837 @SiperMr @BrendalyMorelH @franchiscastill @Margari84920971 @orqquideam @IdalizaDisla @Joseph95415430 Ahí bachiller (supongo).,0,0,0
198,"@Gusireyes Unos le llaman bachiller otros drogadicto otros dictador, pero que ardor de 🍑 del da este Yanik, no soportan que él tenga el apoyo de las mayorías.",0,0,0
199,"Nuestra Política de Calidad está alineada a la Norma ISO 21001:2018 y estamos comprometidos en la formación de Profesionales Técnicos Bachiller de alto nivel. Conócela aquí https://t.co/pqOeoBArKm
@israeljeronimol
@MarlonM202
@Conalep_Edomex https://t.co/10YG0pYRN8",0,0,0
200,@teresarod_ Waoo en esa Iglesia tuve la misa de bendición de los anillos cuando me gradue de bachiller. Ni me acordaba.,0,0,0
201,"Nuestra Política de Calidad está alineada a la Norma ISO 21001:2018 y estamos comprometidos en la formación de Profesionales Técnicos Bachiller de alto nivel. Conócela aquí https://t.co/DtyWQwabeN
@israeljeronimol

@MarlonM202

@Conalep_Edomex https://t.co/anL9HetTbj",0,0,0
202,"@3c0Mask @mariaearroyave @lukinmms @elpais_america En mi entorno si, incluso es frecuente ver a adolecentes embarazada como una vecina que tengo a lado qué iba en bachiller y otra conocida que dejó el bachillerato para cuidar a su bebé, en mi país es algo frecuente ver noticias relacionado a lo que dije.",0,0,0
203,"@antoasb @BancadaCyan Bueno si dicen que Bukele es un simple bachiller y otros dicen que es un juez que deja libre a criminales, no tienen argumentos buenos para acusarlo. Es juez o es presidente pónganse claro que ya me confundieron.",0,0,0
204,@Conocimiente Ser bachiller no es malo es el estudio mínimo que debe tener un candidato a presidente,0,0,0
205,#efemeridesjaliscienses 17 de agosto de 1810. Prisciliano Sánchez Padilla obtiene el grado de “Bachiller en Leyes” en el Seminario Conciliar Tridentino de San José en Guadalajara. https://t.co/BHP4rV1Msi,0,0,0
206,@marioduran @nayibbukele @BancadaCyan Ósea les quitan el fodes q por ley le corresponde alas alcaldías y ahora asen propaganda con chichiguas 🤣🤣 y le agrádese al bachiller porq tirarles las orugas duras de la tortilla aaa la gente descerebrada 🤡,0,0,1
207,"Si estás interesado en un seguimiento, apoyo y asesoramiento educativo durante el curso escolar, ya puedes apuntarte a los 📚 Cursos #refuerzo #escolar y #técnicas de #estudio para #Primaria #Eso #Bachiller. Inscripción, horarios y precios en la web 🌐https://t.co/CV4hvbwFya https://t.co/70UZmYWtqh",0,0,0
208,@Jeiko82347627 @nacion Deja de repetir como cotorra mamerto todo el q no apoya las sin vergüenzada  del bachiller bukelis es delincuente no me jodan focas tengan un argumento más serio,1,0,0
209,Hoy termine la noche pijeando y con bajonazo de arroz con pollo,1,0,0
210,"es sólo un bajonazo nocturno, hoy tuve un hermoso día, please let me remind that",0,0,0
211,Dicen que el súper arreglo al bajonazo qué hay en Loma Larga fue cerrar un carril y en el otro echar una vagoneta de lastre 🙃🙃🙃2 años con ese hundimiento,0,0,0
212,"@blackfeeIings es que no tiene sentido 💀 sigue estando a buen nivel, te creo si hubiera dado el bajonazo pero no",0,0,0
213,"Si al club le dan 65 kilos por case, con todo el, dolor del mundo sería una oferta muy difícil de rechazar, una leyenda, pero que la temporada pasada tuvo síntomas de bajonazo.
Sube nivel o le pasa como a Marcelo?",0,0,0
214,Que bajonazo la verdad,0,0,0
215,@alfrejimglez No me jodas...vaya bajonazo,1,0,0
216,"@CuentaMister Que bajonazo ver estas alyernativas, Dest es mejor que las 4 y además en todas piden bastante dinero para traspaso, en ese caso mejor Bellerin como agente libre",0,0,0
217,Abraham en este momento ayudándome con el bajonazo horrible en el que estoy https://t.co/zQcft9Zxp3,0,0,0
218,A mimir porque que bajonazo,0,0,0
219,Me dura el bajonazo del partido de ayer la verdad  😔,0,0,0
220,@UNIVERSO_1899 Bro es cierto q acaba de empezar pero para poder ganar la liga este tipo de partidos vs rivales tan inferiores no se pueden perder puntos e. Fin un bajonazo,0,0,0
221,"Esto es ¡INSPIRAR!
Amarte a tí y a tu cuerpo con todos los cambios que implica ser MAMÁ 🤰🤱🏃‍♀️
Para lograr esto, se necesita disciplina y una buena dosis de amor propio 💞
Mi admiración y cariño @ydanna_banana 
#SomosFénixRun 
#WomensEmpowerment https://t.co/uHIiUEht05",0,0,0
222,@MIGUELP22263763 @Yumaryb @KarenMa34284461 @dcabellor @jaarreaza Ahora nos llaman monos 🙄 debe ser que nos han visto la banana,1,0,0
223,Ahora nos llaman monos 🙄 debe ser que nos han visto la banana https://t.co/UKJPdtzvLS,1,0,0
224,"@martintetaz @robdnavarro No se dieron cuenta que el rating de su programa estaba muy bajo? Apeló a algo tan común que es su falta de escrúpulos. A Navarro le dan una banana de plástico y tratará de pelarla, asi es su diatriba.",1,0,0
225,"@FabiTaub Haz los dos !
Esta semana manzana.
Y la que sigue: banana !!!",0,0,0
226,"Me levanté a las 6 para ir al gym y me prepare mis 3 comidas del día porque después tengo escuela y salgo hasta las 8, definitivamente no extrañaba la vida de universitaria ):",0,0,0
227,@PonchoGutz Se debe tener una gran habilidad oral para pronunciar con orgullo “soy cuatrero” con una banana 🍌 en la boca,1,0,0
228,banana malandra me representa cuando se trata d hablar de gente ogt https://t.co/j7Tpw7CqE7,1,0,1
229,RT si te gusta 😱🥙❤️‍😍 https://t.co/3xnuxYexrM Fácil receta de pan de banana fresa y avena... #cocina #RecetaEspecial #food #gastronomía #Santiago #Quito,0,0,0
230,@Quimeralit Hahahaha no pues ya te acercas peligrosamente jejeje esta enorme tu bb 💪,0,0,0
231,"“Kerem banana istiyor""  

Mavi acaba de hacer la confesión del año jajdjs 🫂 https://t.co/1uW64YxpDb",0,0,0
232,"Canaan Sodindo Banana, el presidente de Zimbabue en 1980-1987, hizo ilegal en 1982 que los ciudadanos bromearan sobre su nombre.",0,0,0
233,@cecoronel @datanalisis .....y se viene colando pegado a la baranda el jumengo Luis Vicente Gozón quien se chulea tanto al régimen como a la oposición.,0,0,0
234,"Cualquier día en la baranda del Incienso:

Bombero: ¿Y qué le pasa?

Suicida rescatado: Es que no sirvo para nada.

Bombero: Ni para suicidarse...",0,0,0
235,"@AlexaGomezDos Y por allá viene avanzando pegado a la baranda Luis Vicente Gozón, que se chulea al régimen y a la oposición.",0,0,0
236,@OrlandoLezama @aaapignoloni si el 2 no lo para el 3 y el 4 van a dar a la baranda,0,0,0
237,"@JavosMerol @Cielova92810835 @Meztli1_ @ChairoBatman @1perro_politico @Me7Mara @Consuelolvare11 @MinervaPerales7 @dakari2 @alfredo81072805 @ebelcamargo @ArgeliaLuthor @YoDeprimente Presente 37 Marcial Pablo Baranda
#Ayotzinapa
#HastaEncontrarlos
#NiPerdonNiOlvido
#FueElEstado
#PaseDeLista1al43
🐢 📘 ✏️ 📙 📑 📖 📚 🖋️ 📒 https://t.co/btYHADMMW4",0,0,0
