,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0
3970,,@JG181407 @NovaroKarla @Mauriziosann @LilianaMaret @Tlaorocio @Oscar_Dorantes @oscarin42 @RafaelPrezHabi1 @Paula_Fieval @majatuitera @MarC_GRcia @Francis86348420 @alfonsineb @juliojuanmaster @ParedesNoyola @MAF_1274 @fgavilla @nino_marysol @maky_lunaysol @Luishechl Por eso dije ya estamos en el proceso y ellos por las buenas o por las malas no se irán en 2024 y menos con una oposición blandengue y sumisa.,0,0,1,3970.0
3872,,Este tonto ahora ven porque son torpes y no entienden ?  ¡Es el pueblo que pide la reelección! No es el presidente quien se está imponiendo no seas ignorante esperancita. Dejen de MENTIR. https://t.co/7MZk8WAIHo,0,0,1,3872.0
221,,@_VicenteSerrano Palero es mejor... En tu caso palero imbecil,0,1,1,221.0
1378,,@luisantonio23B pinche huevon,1,0,1,1378.0
1093,,"@nadamasperla @_Lu1s_Ang3l_ @Romantitonta Sí wey, cuéntalo para disfrutar los últimos 10 minutos de mi jornada laboral https://t.co/9HJzYRDiwm",0,0,0,1093.0
5289,,La perra verg golazo de Modric,1,0,0,5289.0
4733,4733.0,"FOSAFFI avisa Subasta pública judicial a realizarse el 25 de agosto de 2022
Inmueble de naturaleza urbano, identificado como Lote No.11, del Polígono ""D"", de la Urbanización Los Almendros, antes Urbanización Riba, situado en Jurisdicción de Ciudad Delgado Depto. de San Salvador. https://t.co/j6c6vto9D9",0,0,0,
4362,,@Mancuer91 El problema es q va a estar cobrando eso y más conforme cumpla MÁS AÑOS pedazo de subnormal y no se lo van a poder quitar,0,0,1,4362.0
3924,,"Los pobres imbéciles fueron seducidos por el idiota a partir de que quebró la aerolínea y se quedaron a la deriva, a partir de ese momento les estuvo prometiendo que arreglaría su problema, algo así como cuando un adolescente le promete la luna y estrellas a la novia 2/ 5",0,0,1,3924.0
254,254.0,"Se puso más bicha, pero no pierde la esencia. :(",0,0,0,
3474,3474.0,"@JRRikon @SomosChivasLA @rafalonso0410 @oviedosiqueiros @kike_ortega_ La realidad? Somos bicampeones, tenemos 6 clasicos sin perder y aun con nuestro torneo de mierda vamos arriba de tu equipo sidoso.

A dormir",1,1,1,
2861,,@WalterVMG @ajcaleca @MariaCorinaYA No sea mezquino muchos lo han dicho y lo han pedido.,0,0,1,2861.0
712,,Ojalá le gusten pendejos 😭 https://t.co/uDHBQwqz5q,1,0,1,712.0
1927,1927.0,@Eduardolihuitl 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 Lo mejor es que  el chiquillo le heredó la jeta a  ella 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣,0,0,0,
5727,,@Qhubotvoficial Si ahi está el principal destructor de la democracia el chafa romeo vasquez y delincuente. https://t.co/76NudsnFo6,0,0,0,5727.0
3512,3512.0,"@disidente569 @kaoryvsco ""permitan que me terminen de violar y ahorita les abro la puerta. No empujen"".
Hay que ser subnormal para decir tanta estupidez.",1,1,1,
3527,,"Emprendedora, que le guste el Futbol, que le gusta NFL y que le guste ir al estadio de sultanes. Tan tan",0,0,0,3527.0
2911,,"No puedes tratar a la gente como basura y adorar a #Dios al mismo tiempo.
#eldoqmentalista",0,0,0,2911.0
3654,,"@evoespueblo Clase de cáscara la de ese tipejo
Tengo mucho que admirar de @JMilei y es que les dice sus verdades a estos zurdos de mierda",1,0,1,3654.0
471,471.0,Fumarme media cajetilla diario y esperar la mañana para volver a fumar representa mi estado mental en este momento,0,0,0,
2848,,"Cuando Jesús habla de la cruz que debemos llevar, no se trata del gusto del tormento o de un moralismo mezquino. Es el impulso del amor, que comienza por sí mismo, pero no se busca a sí mismo, sino que impulsa a la persona al servicio de la verdad, la justicia y el bien.",0,0,0,2848.0
3249,3249.0,@marumag Exacto! la pregunta va más en modo retórico; es q muchas veces es taaan frustrante ver el mundo,0,0,0,
1980,1980.0,"Q67 millones 380 mil 990 es la cifra que se ha ido incrementando desde 2020, y que el gobierno gasta para armar a la @PNCdeGuatemala, para reprimir guatemaltecos y no para darles seguridad. 
https://t.co/F1nDB8HqdJ vía @el_Periodico",0,0,0,
1309,,@PedroFerriz Mejor platicamos de tus infidelidades o de tu hijo pasiv@,0,0,0,1309.0
5193,,@KillAdolf Por que ya estaba muerta desde antes.,0,0,0,5193.0
640,640.0,"@MuletaEcdqemsd @Cris_Dali @Ybra_ @_educabrera @chupeflash @EderuDesu @MonkykyRE @oscaramazel @Draven_54 @edramagor @nosedepoesia @fara6662002 @HumbertotoLoco @PonchoArriaga3 @Cidel_ @assasinpifocko @reyicaro @abelunatico @ElHijodeTlaloc @mr_p0nj Estás diciendo que a finales de la primavera armaremos la cascara desintegrada, habrá carnitas, pozole, pelos, sangre, mariguaniza , encuere y rock?

Jalo durísimo",0,0,0,
5194,5194.0,Peidon 🤣 pero a mi vergueo no me van hacer 🥴 https://t.co/rr5rHYUHvC,1,0,0,
4535,,"@ferbelaunzaran JJAJAJAAJAJAJAJ Patas de molcajete, tu alianza esta de tu estatura, al contrario no se separen, para que les den otra chinga y se ajusten a su realidad.",1,1,0,4535.0
1390,1390.0,Segovia parece cualquier flacucho alado de @JozyAltidore 🪨,0,0,0,
2727,,Este enano sigue en cuarentena... https://t.co/KfZxID2IKC,0,0,0,2727.0
1697,1697.0,"@jetliculty @tuidelescribano Song = found

Corazón Corazoncito by Joaquin el Guache

Check it out:
https://t.co/SNjrt2Cni0",0,0,0,
2603,2603.0,@SicxfredoToledo Opa que super alegre la bella señora hermosa.,0,0,0,
1742,,"@Banegas1501 @Ingrid_0713 Eso no te lo niego, ahora ya no se está lesionando como al principio. Tal vez levanta el nivel, nunca se sabe.",0,0,0,1742.0
829,,"@VeroLinaresC @PedroCastilloTe @LiliaParedesN Calla miserable conspiradora, piensa en tus hijos, piensa en el Perú",0,1,1,829.0
1989,,El doble solo de Don’t look back de Boston es pura magia.,0,0,0,1989.0
1367,1367.0,@GonzlezRa12 @martinezfroy5 Al bote con este figurín de 💩,0,0,0,
1936,1936.0,"@felipeveramora otra vez le restriegan en la jeta a YSQ su traición a México
pues con el clasismo de él y la literata pisotean enviando a inglaterra a su hijo mientras los hijos de 1° LOS POBRES se joderán al condenarlos al oscurantismo del max queYA por el nombre trae complejos indescifrables",1,0,0,
2875,,"@mario_dico50 Mario discriminas, que bajo has llegado, te pareces a algunos norteamericanos cuando escuchan a tanto paisano nuestro mexicano en su territorio. Me lo imaginé siempre de ti mezquino, por clasista, racista, discriminador por origen nacional, etc.",0,0,1,2875.0
5260,,@Hi_imLore Con quien ibas a ir perra ?,1,0,1,5260.0
2053,,@srrojo22 @Mayk_vehemente @Capitan_Garfi No es un ser humano? Ti eres retrasado mental supongo.,0,0,1,2053.0
4012,4012.0,Caminar conmigo es frenar cada una cuadra a saludar cualquier perro/gato que se cruze,0,0,0,
4707,4707.0,"@fabriziomejia El dinero público que le damos a partidos como @PartidoMorenaMx acaba pagando golpes y elogios en entrevistas a modo como en la mañanera, la octava, la jornada, el chamaco TV, charro político, gato político, nopal times, lord lameculos, champucerdo, etc... XD o ahí no aplica???",1,0,0,
5606,,@panchoeg @Mar_LFlores Daño colateral??? Es tu respuesta ??? De verdad??? Es tu mediocre y tonta respuesta???? No te das cuenta que defiendes ciegamente a quienes te prometieron salvación y solo te metieron el dedo,0,0,1,5606.0
1565,,@SergioSerranoCM Tardaron días en asomar la patita. La misma pinche gentuza con distinto nombre,1,1,1,1565.0
339,339.0,"@estelasoterog pasarla bomba, q mas?",0,0,0,
4803,,".@Bienneros🎸 cuenta historias de una manera irónica pero al mismo tiempo feliz. ""EFFF"" es el nuevo sencillo de su segundo álbum de estudio llamado ""Vibrando Bajo"".

#ConéctateConLaRadio📻
Escucha la entrevista aquí  👇👇👇
https://t.co/AGZ1BimrfQ",0,0,0,4803.0
2803,,@29Toninho @siete_letras @BlindarBJ Deberían de pagarle al ratero por llevarse ese vejestorio.,0,0,1,2803.0
2381,2381.0,@Miss_Mersa Cuál? Con el q ya lloré? O hay otro con el q seguir torturando mi alma??? 😔,0,0,0,
2942,,"@JLozanoA El próximo gobernador de Puebla por @AccionNacional es basura por eso es saco de pus. 

Ojala gastes todo tu dinero en @MarkoCortes para tu candidatura: pues vas a perder.",0,0,1,2942.0
5657,,Te hablan pinche marrano https://t.co/blhJtFsSxU,1,0,1,5657.0
1349,,"@Claudiashein Pues para eso el huevón debería estar en clases, no siendo utilizado por sus papás y por ti para hacer circo , regenta de mierda",1,0,1,1349.0
1764,,"#Deportes | La cozumeleña participó en el Campeonato de Vela Allianz en los Países Bajos, como parte de la selección mexicana de este deporte que se está preparando para el Campeonato Mundial de Brest, Francia en octubre próximo.
https://t.co/CWqhyYahO8",0,0,0,1764.0
4065,,"@ZazilCarreras Por qué no es de su círculo de amigas pudientes, por qué no pertenece a la clase dorada, se acostumbraron a ningunear y a obtener favores y privilegios con chantajes, una revisadita para ver cuanto recurso público en calidad de “apoyo” recibieron en el pasado estas señitos.",0,0,0,4065.0
4196,,No valió la pena jaja https://t.co/r370WAeThF,0,0,0,4196.0
5617,,Es un mediocre que llegó a odiar y destruir ! https://t.co/TkNleeFwE8,0,0,1,5617.0
4010,,"@laoctavadigital @JorgeRoHe @yoladelatorre @GN_MEXICO_ Ahora si que ni cachan, pitchan, ni dejan batear!

SON UNOS INÚTILES!!!",0,0,1,4010.0
1884,,El sexo sin asco y el amor sin mentiras,0,0,0,1884.0
5340,,"Pinché vieja impaciente 😒
Haga la puta cola del banco 😡",1,0,1,5340.0
2902,2902.0,@prensacom @dalia_pichel 1.7 millones???? En Honduras el mismo proyecto en el estadio Ceibeño nos costó 1.4 millones pero de lempiras. 1$=24.52 L,0,0,0,
4419,4419.0,"No es CHUMINO
ES Tchouaméni
Va pues,  díganle CHUMINO",0,0,0,
864,864.0,"El que no conoció a Remolino a cualquier pendejo le reza pobres Diablos ...

Remolino el chombo hondureño de honduras .",1,0,1,
2918,,"@000000000001589 @Silvano_A Basura, tú",0,0,0,2918.0
475,475.0,"Con seguridad, si tuviera la oportunidad de encerrarme en mi casa a solas ordearía mi biblioteca para recorrer sus hojas y redescubrir mis propósitos. Sola, con un termo con café y una cajetilla de Delicados. https://t.co/kcoktaH2S4",0,0,0,
790,790.0,"#Estados | Tres policías fueron atacados a tiros en la comunidad de El Chinaco en Villagrán, #Guanjuato; uno murió y dos se reportan graves de salud 👇 https://t.co/vfYUdqiBu7",0,0,0,
4190,,"Cuando la Rosalía dijo ""Si no lo puedes tener, mejor dejarlo ir. ¡Qué pena cuando quieres algo pero Dios tiene otros planes pa'ti!""... I really felt that fucking shit.",0,0,0,4190.0
3183,3183.0,"@NonServ45052516 @MasculinismoLi1 El punto es ese, no que tal cual busquemos que nos den un trato especial solamente que también vean esas cosas. No debe ser una tonta lucha de sexos. Ambos valen y cada uno tiene sus fortalezas y debilidades no es que seamos iguales realmente.",0,0,0,
1578,1578.0,"#PasoAPaso Rigatoni con Mozzarella y Salsa de Champiñones Gavilla. 

Encuentra esta salsa en tiendas City Market, Fresko y La Comer. 

Receta completa: https://t.co/gIUjA11CWb https://t.co/hEmGift0Xv",0,0,0,
3620,3620.0,@IngWilEsquivel Por qué donde tú vives jamás hubo ningún tipo de fauna y flora cierto...,0,0,0,
4066,,Mi última neurona en clase https://t.co/SVz8fBYTOI,0,0,0,4066.0
3200,,@adan_augusto @juliomenchaca_ Morena = NARCO,0,0,0,3200.0
3738,3738.0,Este vejestorio ya está de salida entrara en su relevo el actual gobernador de quintanaroo apenas usted sea investida gobernadora del está libre y soberano de Quintana Roo después con el retomará lo recién platicado con el que está de salida e sectur https://t.co/rWeDcLpbR2,0,0,1,
4179,4179.0,se hizo un cagadero https://t.co/lmu99UHO1Q,1,0,0,
2088,,"#SeguimosDandoResultados
#5tolnformeEdomex 
Gran trabajo! https://t.co/jXa58CKBo1",0,0,0,2088.0
1984,1984.0,"Con gas lacrimógeno desalojan a manifestantes de caseta de cobro

https://t.co/EJlqUYJTGX

 Los inconformes se apoderaron de la infraestructura para obtener recursos económicos",0,0,0,
1183,,"@Woshingo Cuando trabajaba en el cine me toco el día de estreno de la película Toy Story 4, esos días fueron un infierno por que cada puta sala de esa película estaba hasta el culo de gente, tanto que había gente que se metía por las puertas de emergencia de las salas para no pagar...",1,0,0,1183.0
4403,4403.0,"@SrMoska_ @elchiringuitotv @MarcosdVicente se han basado en que... se tocaban la chorra mientras estaban en el baño y dijeron ""vamos aponer datos sin contrastar de algo que nos sale de lo que me estoy tocando"" O algo similar, por que solo piensan con la chorra!",1,0,0,
4532,4532.0,Gracias Tito Floren por no haber hipotecado el Club para traer a Mbappe. Ya estuviéramos jalándonos del pelo por el despije que se haría en el vestuario.,1,0,0,
538,538.0,"#ServicioSocialQRoo Solicitamos su colaboración para localizar a Mario Canuto Cuéllar, visto por última vez el 13 de agosto de 2022, en el municipio de Benito Juárez, Quintana Roo. Si tiene información sobre su paradero favor de comunicarse al teléfono 998 8817150 ext. 2130. https://t.co/vh0XUl67nn",0,0,0,
51,,@12HYRS @Gaferma2 Pinche tóxico,1,0,0,51.0
1426,1426.0,"La mayoría de los egresados ahora serán maestros de danza tradicional, baile folclórico, teatro, música, pintura, en escuelas humildes, para hacer que los hijos del pueblo practiquen arte.
#ClausuraInstitutoMacuilXochitl https://t.co/jNqqvRUpHz",0,0,0,
4826,,"@mariagamesa Jajajajaja exacto

Sí, no digo que sean todos todos pero al menos algunos pares iguales y ya con eso 🤭aunque con el tiempo se acabarán las combinaciones xD",0,0,0,4826.0
5927,,@CelsGenner @jtfranco20 @DiegoDidago Y hoy no buscan penales? Jajajajajaja te digo que eres estúpido mi ancestro.,0,0,1,5927.0
3722,,No tolero a Don ridículo. https://t.co/Fs3kvh1Qlg,0,0,1,3722.0
1840,,@jtfranco20 Y luego? Eso que tiene que ver con que hayas visto los mismos titulos y descensos de Atlas y de tu equipo? Festejas glorias que te conto tu abuelo 😴,0,0,0,1840.0
2121,2121.0,"@misterpumas Re humilde el macho,  dejándose tomar la foto pero sin bajar la ventana del carro 👌🏻",0,0,0,
4537,,"@elErickJuarez @delfinagomeza Vivir fuera del presupuesto es vivir en el error... o en realidad ya no será más Candidata, ya está muy quemada y no como quiera la vuelven a comprar🤔",0,0,0,4537.0
1847,,"Me da ASCO hasta donde son capaces de llegar por grilla, no tienen vergüenza",0,0,1,1847.0
4000,,"@AreliPaz @WHO Solo los padres fanáticos d andy y cia serán los q vacunaran con esa porquería a sus hijos, y eso sería tener muy poca madre con tal d seguirle el juego a los inútiles",0,0,1,4000.0
3456,3456.0,@RUBENPO87245470 @DinaPrez16 El #CochiFlan señoritingo 😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/OojL0G2h77,0,0,1,
1387,1387.0,"12 de agosto de 1869: Falleció en Managua [#Nicaragua],  el General José Dolores Estrada Vado, Héroe Nacional. Tuvo una destacada participación como estratega militar durante la Guerra Nacional, en contra del filibustero William Walker.
#PatriaBenditaYLibre https://t.co/DPq2j7yKPE",0,0,0,
4877,4877.0,@lumendoz Minga tu Utah madre meretriz periodística,1,0,0,
218,218.0,A mimir porque que bajonazo,0,0,0,
4421,,"Nota mental: Todo en tu vida es resultado de las decisiones que has tomado, no es responsabilidad de nadie más.",0,0,0,4421.0
4647,4647.0,"Hijo yo no tire ese oso?

SERMIN EXPONIENDO VIUDAS #Zuleyha https://t.co/atlU3rUsMU",0,0,0,
4747,,"Si sacas a tu perr@ a pasear puedes levantar la puta mierda 
Es sumamente desagradable cuando no lo hacen. 

Cosa número 100282828288 que me enoja. 😠😠😠😠",1,0,0,4747.0
5197,,"@MaffiaDelPoder @lopezobrador_ Y esta cosa quien es? Mal fajado,gordo, se ve desaliñado, ni siquiera el traje lo porta bien caray!aunque la mona se vista de seda …..",0,0,1,5197.0
5156,,@CarlosTorresF_ @monerohernandez @lopezobrador_ Es el Comandante Sin Bolas.,1,0,1,5156.0
299,299.0,"Bandita, yo no me caso hasta que me canten y dediquen esta rolita, es más debe ser parte del soundtrack en el bodorrio 🙊
https://t.co/xWzi6UrpBh
https://t.co/L3NoImjJQl",0,0,0,
3912,3912.0,"@HectorRossete @HLGatell Más que malagradecido, es un malnacido.",0,1,0,
2220,,@Horchata_QRO_ Carcaman  mamarracho,0,0,1,2220.0
4618,,@Gustavo56386079 @twitero_vergon_ Pero toca hacer la obra pero de todas maneras estos seguro ya tienen si boleto a nica o a mex  ya tu sabes la mala.costumbre,0,0,0,4618.0
4068,4068.0,"La Chelita come pupù esperando un huezo de Embajadora dice, que la Milena, la borracha, seluá prometido!!
Las focas de la diáspora, pobrecitas, son fáciles de apendejar solamente con promesas.
La chelita ya esta lista para su empleo en una embajada!! https://t.co/WZ31ECFa8g https://t.co/OROkV3uEIo",0,1,1,
2149,2149.0,"@pliniux @sabinaberman Afortunadamente el Banco de México es autónomo (herencia del neoliberalismo). Y de los empresarios, no sé, se refiere a los de la mafia del poder? TMEC, pues sí, es otro instrumento neoliberal que nos mantiene a flote, no tanto como las remesas.",0,0,0,
4900,4900.0,"@Vz_Martino @la_de_rh @memobarba Jajajaja, me encantó tu hombre de paja, te quedó muy bonito😂😂😂😂😂😂😂😂",0,0,0,
134,134.0,"#FiscalíaSLP | Fiscalía detuvo en Xilitla a sujeto involucrado en homicidio. La víctima perdió la vida por lesiones producidas por un artefacto punzocortante.
La nota completa en: https://t.co/Tw8zBH1NlB
#FiscaliaSLPMasCercanaALaGente https://t.co/knrlQmfI0p",0,0,0,
